73	ADDRESSING SYSTEM	INTERNET PROTOCOL ADDRESS	215	strong	2
75	INTERNET	INTERNET PROTOCOL	216	strong	2
76	INTERNET SERVICE PROVIDER	INTERNET PROTOCOL ADDRESS	218	strong	2
77	INTERNET PROTOCOL ADDRESS	BIT PATTERN	221	strong	2
78	ADDRESSING SYSTEM	DOMAIN	225	strong	2
83	DOMAIN NAME	SUBDOMAINS	239	strong	2
88	DOMAIN	REGISTERED DOMAIN	257	strong	2
92	SERVER	WEBSERVERS	264	strong	2
97	PROTOCOL	SIMPLE MAIL TRANSFER PROTOCOL	268	strong	2
98	SERVER	MAIL SERVER	270	strong	2
101	MAIL SERVER	REMOTE MAIL SERVER	275	strong	2
106	MAIL SERVER	POST OFFICE PROTOCOL VERSION 3	300	strong	2
108	MAIL SERVER	INTERNET MAIL ACCESS PROTOCOL	300	strong	2
111	PROTOCOL	VOICE OVER INTERNET PROTOCOL	306	strong	2
114	VOICE OVER INTERNET PROTOCOL	TRANSMISSION CONTROL PROTOCOL/INTERNET PROTOCOL NETWORK	318	strong	2
116	PHONE NETWORK	4G	323	strong	2
117	INTERNET	4G	323	strong	2
118	PHONE NETWORK	1G	332	strong	2
119	TRADITIONAL TELEPHONE	1G	332	strong	2
120	PHONE NETWORK	SECOND GENERATION	333	strong	2
121	PHONE NETWORK	3G	334	strong	2
123	INTERNET	CONTENT DELIVERY NETWORK	344	strong	2
126	HYPERTEXT	WORLD WIDE WEB	350	strong	2
130	SOFTWARE	BROWSER	355	strong	2
132	HYPERTEXT	BROWSER	355	strong	2
134	INTERNET	WEBSERVERS	355	strong	2
145	ADDRESSING SYSTEM	MNEMONIC ADDRESS	242	strong	2
148	HYPERTEXT MARKUP LANGUAGE	TAG	381	strong	2
156	WEBSERVER	SERVER-SIDE	457	strong	2
162	WEBSERVER	JAVASERVER PAGE	476	strong	2
167	COMPUTER	SOFTWARE	486	strong	2
170	INTERNET	INTERNET SOFTWARE	501	strong	2
176	NETWORK LAYER	LINK LAYER	504	weak	2
188	TRANSPORT LAYER	PORT NUMBER	544	strong	2
190	PROTOCOL	TRANSMISSION CONTROL PROTOCOL	561	strong	2
192	PROTOCOL	INTERNET PROTOCOL	561	strong	2
193	INTERNET	INTERNET PROTOCOL	561	strong	2
194	PROTOCOL	USER DATAGRAM PROTOCOL	563	strong	2
199	MAIL SERVER	TRANSMISSION CONTROL PROTOCOL	580	weak	2
200	ROUTER	HOP COUNT	584	strong	2
203	SOFTWARE	MALICIOUS SOFTWARE	598	strong	2
204	MALICIOUS SOFTWARE	VIRUS	600	strong	2
205	MALICIOUS SOFTWARE	WORM	600	strong	2
206	MALICIOUS SOFTWARE	TROJAN HORSE	600	strong	2
207	MALICIOUS SOFTWARE	SPYWARE	600	strong	2
208	MASS STORAGE	VIRUS	609	weak	2
209	NETWORK	WORM	610	strong	2
212	EMAIL	TROJAN HORSE	617	weak	2
213	SPYWARE	PHISHING	623	strong	2
214	EMAIL	PHISHING	625	strong	2
218	WEBSERVER	DENIAL OF SERVICE	630	strong	2
224	EMAIL	FIREWALL	651	weak	2
235	NETWORK	AUDITING SOFTWARE	671	strong	2
239	VIRUS	ANTIVIRUS SOFTWARE	674	strong	2
241	INTERNET	ENCRYPTION	686	strong	2
245	PROTOCOL	SECURE SOCKET LAYER	689	strong	2
248	BROWSER	SECURE SOCKET LAYER	690	weak	2
250	PUBLIC-KEY ENCRYPTION	PUBLIC-KEY	697	strong	2
251	PUBLIC-KEY ENCRYPTION	PRIVATE-KEY	697	strong	2
253	SERVER	CERTIFICATE AUTHORITY	709	strong	2
255	CERTIFICATE AUTHORITY	CERTIFICATE	710	strong	2
1	COMPUTER	COMPUTER SYSTEM	1	strong	3
8	NETWORK	OPEN NETWORK	16	strong	3
16	BUS	HUB	33	strong	3
27	BUS	SWITCH	77	strong	3
36	ROUTER	ADDRESSING SYSTEM	104	strong	3
38	INTERNET	GATEWAY	109	strong	3
48	SERVER	FILE SERVER	125	strong	3
49	INTERPROCESS COMMUNICATION	PEER-TO-PEER MODEL	130	strong	3
50	PEER-TO-PEER MODEL	INSTANT MESSAGING	131	strong	3
52	NETWORK	DISTRIBUTED SYSTEM	147	strong	3
58	INTERNET	INTERNET SERVICE PROVIDER	172	strong	3
59	INTERNET SERVICE PROVIDER	TIER-1 INTERNET SERVICE PROVIDER	176	strong	3
67	INTERNET	ACCESS INTERNET SERVICE PROVIDER	186	strong	3
69	ACCESS INTERNET SERVICE PROVIDER	END SYSTEM	188	strong	3
72	INTERNET	ADDRESSING SYSTEM	214	strong	3
79	DOMAIN	MNEMONIC DOMAIN NAME	228	strong	3
82	DOMAIN	TOP-LEVEL DOMAINS	233	strong	3
87	ACCESS INTERNET SERVICE PROVIDER	REGISTERED DOMAIN	257	strong	3
89	PROTOCOL	NETWORK NEWS TRANSFER PROTOCOL	263	strong	3
90	PROTOCOL	FILE TRANSFER PROTOCOL	263	strong	3
91	PROTOCOL	SECURE SHELL	263	strong	3
96	EMAIL	SIMPLE MAIL TRANSFER PROTOCOL	268	strong	3
99	EMAIL	MAIL SERVER	270	strong	3
103	EMAIL	BODY	289	strong	3
104	PROTOCOL	POST OFFICE PROTOCOL VERSION 3	300	strong	3
107	PROTOCOL	INTERNET MAIL ACCESS PROTOCOL	300	strong	3
110	INTERNET	VOICE OVER INTERNET PROTOCOL	306	strong	3
112	TRADITIONAL TELEPHONE	VOICE OVER INTERNET PROTOCOL	306	weak	3
115	NETWORK	PHONE NETWORK	323	strong	3
122	SERVER	CONTENT DELIVERY NETWORK	344	strong	3
127	HYPERTEXT	HYPERTEXT DOCUMENT	352	strong	3
131	INTERNET	BROWSER	355	strong	3
144	HYPERTEXT DOCUMENT	UNIFORM RESOURCE LOCATOR	361	strong	3
147	HYPERTEXT DOCUMENT	TAG	377	strong	3
153	CLIENT	CLIENT-SIDE	457	strong	3
155	SERVER	SERVER-SIDE	457	strong	3
165	SERVER-SIDE	PHP	478	strong	3
169	SOFTWARE	INTERNET SOFTWARE	501	strong	3
177	CLIENT	APPLICATION LAYER	508	strong	3
178	SERVER	APPLICATION LAYER	508	strong	3
182	INTERNET	INTERNET INFRASTRUCTURE	306	strong	3
185	ROUTER	NETWORK LAYER	524	strong	3
186	CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE	LINK LAYER	530	weak	3
187	CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION	LINK LAYER	530	weak	3
189	APPLICATION LAYER	PORT NUMBER	545	strong	3
202	INTERNET PROTOCOL NETWORK	HOP COUNT	586	strong	3
219	NETWORK	FIREWALL	644	strong	3
220	GATEWAY	FIREWALL	645	strong	3
230	CLIENT	PROXY SERVER	660	strong	3
234	SOFTWARE	AUDITING SOFTWARE	671	strong	3
238	SOFTWARE	ANTIVIRUS SOFTWARE	674	strong	3
256	PRIVATE-KEY	DIGITAL SIGNATURE	716	strong	3
0	COMPUTER	NETWORK	1	strong	4
2	SOFTWARE	NETWORK SOFTWARE	4	strong	4
3	NETWORK	PERSONAL AREA NETWORK	9	strong	4
4	NETWORK	LOCAL AREA NETWORK	9	strong	4
5	NETWORK	METROPOLITAN AREA NETWORK	9	strong	4
6	NETWORK	WIDE AREA NETWORK	9	strong	4
9	NETWORK	INTERNET	18	strong	4
10	NETWORK	BUS	23	strong	4
11	BUS	ETHERNET NETWORK	24	strong	4
12	NETWORK	STAR	28	strong	4
13	STAR	WIRELESS NETWORK	28	weak	4
15	NETWORK	STAR	23	strong	4
19	PROTOCOL	CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION	43	strong	4
20	ACCESS POINT	HIDDEN TERMINAL PROBLEM	55	strong	4
25	BUS	REPEATER	77	strong	4
26	BUS	BRIDGE	77	strong	4
30	NETWORK	INTERNET	92	strong	4
37	ROUTER	FORWARDING TABLE	108	strong	4
42	INTERPROCESS COMMUNICATION	CLIENT	117	strong	4
43	INTERPROCESS COMMUNICATION	SERVER	117	strong	4
53	DISTRIBUTED SYSTEM	CLUSTER COMPUTE	152	strong	4
54	DISTRIBUTED SYSTEM	GRID COMPUTE	155	strong	4
55	DISTRIBUTED SYSTEM	CLOUD COMPUTING	160	strong	4
57	NETWORK	INTERNET	166	strong	4
70	ACCESS POINT	HOT SPOT	194	strong	4
71	INTERNET	INTERNET2	198	strong	4
74	INTERNET	INTERNET PROTOCOL ADDRESS	215	strong	4
80	DOMAIN	DOMAIN NAME	228	strong	4
81	DOMAIN	DOMAIN NAME	229	strong	4
84	SERVER	NAME SERVER	245	strong	4
85	NAME SERVER	DOMAIN NAME SYSTEM	246	strong	4
94	PROTOCOL	HYPERTEXT TRANSFER PROTOCOL	264	strong	4
95	INTERNET	EMAIL	267	strong	4
125	INTERNET	WORLD WIDE WEB	350	strong	4
140	PROTOCOL	HYPERTEXT TRANSFER PROTOCOL	360	strong	4
149	HYPERTEXT MARKUP LANGUAGE	HEAD	384	strong	4
150	HYPERTEXT MARKUP LANGUAGE	BODY	384	strong	4
171	INTERNET SOFTWARE	APPLICATION LAYER	502	strong	4
172	INTERNET SOFTWARE	TRANSPORT LAYER	502	strong	4
173	INTERNET SOFTWARE	NETWORK LAYER	502	strong	4
174	INTERNET SOFTWARE	LINK LAYER	502	strong	4
195	TRANSPORT LAYER	USER DATAGRAM PROTOCOL	563	strong	4
229	SOFTWARE	PROXY SERVER	660	strong	4
231	SERVER	PROXY SERVER	660	strong	4
249	ENCRYPTION	PUBLIC-KEY ENCRYPTION	692	strong	4
