143	TRANSPORT LAYER	TRANSMISSION CONTROL PROTOCOL	562	strong	2
145	ROUTER	HOP COUNT	584	strong	2
148	SOFTWARE	VIRUS	600	strong	2
149	SOFTWARE	WORM	600	strong	2
150	SOFTWARE	TROJAN HORSE	600	strong	2
151	SOFTWARE	SPYWARE	600	strong	2
152	SOFTWARE	DENIAL OF SERVICE	630	strong	2
161	SERVER	CERTIFICATE AUTHORITY	709	strong	2
0	COMPUTER	COMPUTER SYSTEM	1	weak	3
8	NETWORK	OPEN NETWORK	16	strong	3
16	WIRELESS NETWORK	ACCESS POINT	28	strong	3
31	NETWORK	ROUTER	97	strong	3
33	ROUTER	ADDRESSING SYSTEM	104	strong	3
36	INTERNET	GATEWAY	109	strong	3
47	SERVER	FILE SERVER	125	strong	3
48	INTERPROCESS COMMUNICATION	PEER-TO-PEER MODEL	130	strong	3
60	INTERNET SERVICE PROVIDER	TIER-1 INTERNET SERVICE PROVIDER	176	strong	3
64	INTERNET	ACCESS INTERNET SERVICE PROVIDER	186	strong	3
68	ACCESS INTERNET SERVICE PROVIDER	END SYSTEM	188	strong	3
72	INTERNET	ADDRESSING SYSTEM	214	strong	3
76	DOMAIN	MNEMONIC DOMAIN NAME	228	strong	3
86	PROTOCOL	NETWORK NEWS TRANSFER PROTOCOL	263	strong	3
87	PROTOCOL	FILE TRANSFER PROTOCOL	263	strong	3
90	EMAIL	SIMPLE MAIL TRANSFER PROTOCOL	268	strong	3
91	EMAIL	MAIL SERVER	270	strong	3
93	PROTOCOL	POST OFFICE PROTOCOL VERSION 3	300	strong	3
95	PROTOCOL	INTERNET MAIL ACCESS PROTOCOL	300	strong	3
96	INTERNET	VOICE OVER INTERNET PROTOCOL	306	strong	3
98	TRADITIONAL TELEPHONE	VOICE OVER INTERNET PROTOCOL	307	strong	3
103	SERVER	CONTENT DELIVERY NETWORK	344	strong	3
110	HYPERTEXT DOCUMENT	UNIFORM RESOURCE LOCATOR	361	strong	3
114	HYPERTEXT DOCUMENT	TAG	377	strong	3
118	CLIENT	CLIENT-SIDE	457	strong	3
119	SERVER	SERVER-SIDE	457	strong	3
128	SERVER-SIDE	PHP	478	strong	3
134	CLIENT	APPLICATION LAYER	508	strong	3
135	SERVER	APPLICATION LAYER	508	strong	3
138	ROUTER	NETWORK LAYER	523	strong	3
140	CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION	LINK LAYER	530	weak	3
141	CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION AVOIDANCE	LINK LAYER	531	weak	3
142	APPLICATION LAYER	PORT NUMBER	544	strong	3
154	GATEWAY	FIREWALL	645	strong	3
158	CLIENT	PROXY SERVER	660	strong	3
160	INTERNET	CERTIFICATE AUTHORITY	709	strong	3
162	PRIVATE-KEY	DIGITAL SIGNATURE	716	strong	3
1	COMPUTER	NETWORK	1	strong	4
2	SOFTWARE	NETWORK SOFTWARE	3	strong	4
3	NETWORK	LOCAL AREA NETWORK	9	strong	4
4	NETWORK	PERSONAL AREA NETWORK	9	strong	4
5	NETWORK	METROPOLITAN AREA NETWORK	9	strong	4
6	NETWORK	WIDE AREA NETWORK	9	strong	4
9	NETWORK	INTERNET	18	strong	4
12	NETWORK	BUS	23	weak	4
13	NETWORK	STAR	23	weak	4
14	BUS	ETHERNET NETWORK	24	strong	4
15	STAR	WIRELESS NETWORK	28	strong	4
19	PROTOCOL	CARRIER SENSE , MULTIPLE ACCESS WITH COLLISION DETECTION	43	strong	4
21	ACCESS POINT	HIDDEN TERMINAL PROBLEM	55	strong	4
28	BUS	REPEATER	78	strong	4
29	BUS	BRIDGE	79	strong	4
34	ROUTER	FORWARDING TABLE	108	strong	4
40	INTERPROCESS COMMUNICATION	SERVER	117	weak	4
41	INTERPROCESS COMMUNICATION	CLIENT	117	weak	4
51	DISTRIBUTED SYSTEM	CLUSTER COMPUTE	152	strong	4
52	DISTRIBUTED SYSTEM	GRID COMPUTE	155	strong	4
53	DISTRIBUTED SYSTEM	CLOUD COMPUTING	160	strong	4
69	ACCESS POINT	HOT SPOT	194	strong	4
70	INTERNET	INTERNET2	199	strong	4
73	INTERNET	INTERNET PROTOCOL ADDRESS	215	strong	4
77	DOMAIN	DOMAIN NAME	228	strong	4
82	SERVER	NAME SERVER	245	strong	4
83	NAME SERVER	DOMAIN NAME SYSTEM	246	strong	4
88	PROTOCOL	HYPERTEXT TRANSFER PROTOCOL	264	strong	4
89	INTERNET	EMAIL	267	strong	4
105	INTERNET	WORLD WIDE WEB	350	strong	4
116	HYPERTEXT MARKUP LANGUAGE	HEAD	384	strong	4
117	HYPERTEXT MARKUP LANGUAGE	BODY	384	strong	4
129	INTERNET SOFTWARE	APPLICATION LAYER	502	strong	4
130	INTERNET SOFTWARE	TRANSPORT LAYER	502	strong	4
131	INTERNET SOFTWARE	NETWORK LAYER	502	strong	4
132	INTERNET SOFTWARE	LINK LAYER	502	strong	4
144	TRANSPORT LAYER	USER DATAGRAM PROTOCOL	563	strong	4
156	SOFTWARE	PROXY SERVER	660	strong	4
157	SERVER	PROXY SERVER	660	strong	4
159	ENCRYPTION	PUBLIC-KEY ENCRYPTION	692	strong	4
